LID,Local Government Area,Postcode,Suburb/Town Name
796,East Gippsland,3875,Clifton Creek
797,East Gippsland,3875,East Bairnsdale
798,East Gippsland,3875,Eastwood
799,East Gippsland,3875,Ellaswood
800,East Gippsland,3875,Fairy Dell
801,East Gippsland,3875,Flaggy Creek
802,East Gippsland,3875,Forge Creek
803,East Gippsland,3875,Goon Nure
804,East Gippsland,3875,Granite Rock
805,East Gippsland,3875,Hillside
806,East Gippsland,3875,Iguana Creek
807,East Gippsland,3875,Lindenow South
808,East Gippsland,3875,Lucknow
809,East Gippsland,3875,Melwood
810,East Gippsland,3875,Merrijig
811,East Gippsland,3875,Mount Taylor
812,East Gippsland,3875,Newlands Arm
813,East Gippsland,3875,Sarsfield
814,East Gippsland,3875,Walpa
815,East Gippsland,3875,Waterholes
816,East Gippsland,3875,Woodglen
817,East Gippsland,3875,Wuk Wuk
818,East Gippsland,3875,Wy Yung
819,East Gippsland,3878,Eagle Point
820,East Gippsland,3880,Boole Poole
821,East Gippsland,3880,Ocean Grange
822,East Gippsland,3880,Paynesville
823,East Gippsland,3880,Raymond Island
824,East Gippsland,3882,Nicholson
825,East Gippsland,3885,Bruthen
826,East Gippsland,3885,Buchan
827,East Gippsland,3885,Buchan South
828,East Gippsland,3885,Gelantipy
829,East Gippsland,3885,Mossiface
830,East Gippsland,3885,Murrindal
831,East Gippsland,3885,Suggan Buggan
832,East Gippsland,3885,Tambo Upper
833,East Gippsland,3885,W Tree
834,East Gippsland,3885,Wiseleigh
835,East Gippsland,3885,Wulgulmerang
836,East Gippsland,3885,Wulgulmerang East
837,East Gippsland,3885,Yalmy
838,East Gippsland,3886,Newmerella
839,East Gippsland,3887,Lake Tyers
840,East Gippsland,3887,Nowa Nowa
841,East Gippsland,3887,Wairewa
842,East Gippsland,3888,Bendoc
843,East Gippsland,3888,Bete Bolong
844,East Gippsland,3888,Bete Bolong North
845,East Gippsland,3888,Bonang
846,East Gippsland,3888,Brodribb River
847,East Gippsland,3888,Cape Conran
848,East Gippsland,3888,Corringle
849,East Gippsland,3888,Deddick Valley
850,East Gippsland,3888,Delegate River
851,East Gippsland,3888,Goongerah
852,East Gippsland,3888,Jarrahmond
853,East Gippsland,3888,Marlo
854,East Gippsland,3888,Nurran
855,East Gippsland,3888,Orbost
856,East Gippsland,3888,Simpsons Creek
857,East Gippsland,3888,Tostaree
858,East Gippsland,3888,Tubbut
859,East Gippsland,3888,Waygara
860,East Gippsland,3888,Wombat Creek
861,East Gippsland,3889,Bellbird Creek
862,East Gippsland,3889,Bemm River
863,East Gippsland,3889,Cabbage Tree Creek
864,East Gippsland,3889,Club Terrace
865,East Gippsland,3889,Combienbar
866,East Gippsland,3889,Errinundra
867,East Gippsland,3889,Manorina
868,East Gippsland,3890,Buldah
869,East Gippsland,3890,Cann River
870,East Gippsland,3890,Chandlers Creek
871,East Gippsland,3890,Noorinbee
872,East Gippsland,3890,Noorinbee North
873,East Gippsland,3890,Tamboon
874,East Gippsland,3890,Tonghi Creek
875,East Gippsland,3891,Genoa
876,East Gippsland,3891,Gipsy Point
877,East Gippsland,3891,Maramingo Creek
878,East Gippsland,3891,Wallagaraugh
879,East Gippsland,3891,Wangarabell
880,East Gippsland,3891,Wingan River
881,East Gippsland,3892,Mallacoota
882,East Gippsland,3893,Double Bridges
883,East Gippsland,3893,Tambo Crossing
884,East Gippsland,3893,Timbarra
885,East Gippsland,3895,Doctors Flat
886,East Gippsland,3895,Ensay
887,East Gippsland,3895,Reedy Flat
888,East Gippsland,3896,Bindi
889,East Gippsland,3896,Brookville
890,East Gippsland,3896,Nunniong
891,East Gippsland,3896,Swifts Creek
892,East Gippsland,3896,Tongio
893,East Gippsland,3898,Anglers Rest
894,East Gippsland,3898,Bingo Munjie
895,East Gippsland,3898,Cassilis
896,East Gippsland,3898,Cobungra
897,East Gippsland,3898,Glen Valley
898,East Gippsland,3898,Glen Wills
899,East Gippsland,3898,Hinnomunjie
900,East Gippsland,3898,Omeo
901,East Gippsland,3898,Omeo Valley
902,East Gippsland,3900,Benambra
903,East Gippsland,3900,Cobberas
904,East Gippsland,3902,Bumberrah
905,East Gippsland,3902,Johnsonville
906,East Gippsland,3903,Swan Reach
907,East Gippsland,3904,Metung
908,East Gippsland,3909,Kalimna
909,East Gippsland,3909,Kalimna West
910,East Gippsland,3909,Lake Bunga
911,East Gippsland,3909,Lake Tyers Beach
912,East Gippsland,3909,Lakes Entrance
913,East Gippsland,3909,Nungurner
914,East Gippsland,3909,Nyerimilang
915,East Gippsland,3909,Toorloo Arm
916,Frankston,3198,Seaford
917,Frankston,3199,Frankston
918,Frankston,3199,Frankston South
919,Frankston,3200,Frankston North
920,Frankston,3201,Carrum Downs
921,Frankston,3910,Langwarrin
922,Frankston,3911,Langwarrin South
923,Frankston,3977,Sandhurst
924,Frankston,3977,Skye
925,Gannawarra,3527,Ninyeunook
926,Gannawarra,3540,Cannie
927,Gannawarra,3540,Oakvale
928,Gannawarra,3540,Quambatook
929,Gannawarra,3542,Lalbert
930,Gannawarra,3542,Tittybong
931,Gannawarra,3567,Horfield
932,Gannawarra,3567,Leitchville
933,Gannawarra,3568,Burkes Bridge
934,Gannawarra,3568,Cohuna
935,Gannawarra,3568,Cullen
936,Gannawarra,3568,Daltons Bridge
937,Gannawarra,3568,Gannawarra
938,Gannawarra,3568,Keely
939,Gannawarra,3568,Macorna North
940,Gannawarra,3568,McMillans
941,Gannawarra,3568,Mead
942,Gannawarra,3568,Mincha West
943,Gannawarra,3568,Wee Wee Rup
944,Gannawarra,3579,Appin
945,Gannawarra,3579,Appin South
946,Gannawarra,3579,Bael Bael
947,Gannawarra,3579,Beauchamp
948,Gannawarra,3579,Benjeroop
949,Gannawarra,3579,Budgerum East
950,Gannawarra,3579,Capels Crossing
951,Gannawarra,3579,Dingwall
952,Gannawarra,3579,Fairley
953,Gannawarra,3579,Gonn Crossing
954,Gannawarra,3579,Kerang
955,Gannawarra,3579,Kerang East
956,Gannawarra,3579,Koroop
957,Gannawarra,3579,Lake Meran
958,Gannawarra,3579,Macorna
959,Gannawarra,3579,Meering West
960,Gannawarra,3579,Milnes Bridge
961,Gannawarra,3579,Murrabit
962,Gannawarra,3579,Murrabit West
963,Gannawarra,3579,Myall
964,Gannawarra,3579,Mystic Park
965,Gannawarra,3579,Normanville
966,Gannawarra,3579,Reedy Lake
967,Gannawarra,3579,Sandhill Lake
968,Gannawarra,3579,Teal Point
969,Gannawarra,3579,Tragowel
970,Gannawarra,3579,Wandella
971,Gannawarra,3579,Westby
972,Gannawarra,3580,Koondrook
973,Gannawarra,3581,Lake Charm
974,Gannawarra,3585,Meatian
975,Glen Eira,3145,Caulfield East
976,Glen Eira,3161,Caulfield North
977,Glen Eira,3162,Caulfield
978,Glen Eira,3162,Caulfield South
979,Glen Eira,3163,Carnegie
980,Glen Eira,3163,Glen Huntly
981,Glen Eira,3163,Murrumbeena
982,Glen Eira,3165,Bentleigh East
983,Glen Eira,3183,St Kilda East
984,Glen Eira,3185,Elsternwick
985,Glen Eira,3185,Gardenvale
986,Glen Eira,3187,Brighton East
987,Glen Eira,3204,Bentleigh
988,Glen Eira,3204,McKinnon
989,Glen Eira,3204,Ormond
990,Glenelg,3285,Narrawong
991,Glenelg,3285,Tyrendarra
992,Glenelg,3292,Nelson
993,Glenelg,3301,Tahara
994,Glenelg,3302,Branxholme
995,Glenelg,3302,Grassdale
996,Glenelg,3303,Breakaway Creek
997,Glenelg,3303,Condah
998,Glenelg,3303,Hotspur
999,Glenelg,3303,Lake Condah
1000,Glenelg,3303,Wallacedale
1001,Glenelg,3304,Dartmoor
1002,Glenelg,3304,Drik Drik
1003,Glenelg,3304,Drumborg
1004,Glenelg,3304,Greenwald
1005,Glenelg,3304,Heywood
1006,Glenelg,3304,Homerton
1007,Glenelg,3304,Lyons
1008,Glenelg,3304,Milltown
1009,Glenelg,3304,Mumbannar
1010,Glenelg,3304,Myamyn
1011,Glenelg,3304,Winnap
1012,Glenelg,3305,Allestree
1013,Glenelg,3305,Bolwarra
1014,Glenelg,3305,Cape Bridgewater
1015,Glenelg,3305,Cashmore
1016,Glenelg,3305,Dutton Way
1017,Glenelg,3305,Gorae
1018,Glenelg,3305,Gorae West
1019,Glenelg,3305,Heathmere
1020,Glenelg,3305,Mount Richmond
1021,Glenelg,3305,Portland
1022,Glenelg,3305,Portland North
1023,Glenelg,3305,Portland West
1024,Glenelg,3309,Digby
1025,Glenelg,3310,Merino
1026,Glenelg,3310,Tahara West
1027,Glenelg,3311,Casterton
1028,Glenelg,3311,Corndale
1029,Glenelg,3312,Bahgallah
1030,Glenelg,3312,Brimboal
1031,Glenelg,3312,Carapook
1032,Glenelg,3312,Dunrobin
1033,Glenelg,3312,Henty
1034,Glenelg,3312,Killara
1035,Glenelg,3312,Lake Mundi
1036,Glenelg,3312,Lindsay
1037,Glenelg,3312,Nangeela
1038,Glenelg,3312,Sandford
1039,Glenelg,3312,Strathdownie
1040,Glenelg,3312,Wando Bridge
1041,Glenelg,3312,Wando Vale
1042,Glenelg,3312,Warrock
1043,Glenelg,3315,Muntham
1044,Glenelg,3315,Paschendale
1045,Glenelg,3315,Tahara Bridge
1046,Golden Plains,3213,Anakie
1047,Golden Plains,3213,Batesford
1048,Golden Plains,3218,Murgheboluc
1049,Golden Plains,3218,Stonehaven
1050,Golden Plains,3321,Hesse
1051,Golden Plains,3321,Inverleigh
1052,Golden Plains,3321,Wingeel
1053,Golden Plains,3322,Cressy
1054,Golden Plains,3323,Berrybank
1055,Golden Plains,3328,Teesdale
1056,Golden Plains,3329,Barunah Park
1057,Golden Plains,3329,Shelford
1058,Golden Plains,3330,Rokewood
1059,Golden Plains,3331,Bannockburn
1060,Golden Plains,3331,Gheringhap
1061,Golden Plains,3331,Maude
1062,Golden Plains,3331,Russells Bridge
1063,Golden Plains,3331,She Oaks
1064,Golden Plains,3331,Steiglitz
1065,Golden Plains,3331,Sutherlands Creek
1066,Golden Plains,3332,Lethbridge
1067,Golden Plains,3333,Bamganie
1068,Golden Plains,3333,Meredith
1069,Golden Plains,3342,Durdidwarrah
1070,Golden Plains,3351,Berringa
1071,Golden Plains,3351,Cape Clear
1072,Golden Plains,3351,Haddon
1073,Golden Plains,3351,Illabarook
1074,Golden Plains,3351,Newtown
1075,Golden Plains,3351,Nintingbool
1076,Golden Plains,3351,Piggoreet
1077,Golden Plains,3351,Pitfield
1078,Golden Plains,3351,Rokewood Junction
1079,Golden Plains,3351,Ross Creek
1080,Golden Plains,3351,Scarsdale
1081,Golden Plains,3351,Smythes Creek
1082,Golden Plains,3351,Smythesdale
1083,Golden Plains,3351,Springdallah
1084,Golden Plains,3351,Staffordshire Reef
1085,Golden Plains,3351,Wallinduc
1086,Golden Plains,3352,Cambrian Hill
1087,Golden Plains,3352,Corindhap
1088,Golden Plains,3352,Dereel
1089,Golden Plains,3352,Durham Lead
1090,Golden Plains,3352,Enfield
1091,Golden Plains,3352,Garibaldi
1092,Golden Plains,3352,Grenville
1093,Golden Plains,3352,Mount Mercer
1094,Golden Plains,3352,Napoleons
1095,Golden Plains,3352,Werneth
1096,Golden Plains,3360,Happy Valley
1097,Golden Plains,3360,Linton
1098,Golden Plains,3360,Mannibadar
1099,Golden Plains,3360,Pittong
1100,Golden Plains,3360,Willowvale
1101,Greater Bendigo,3444,Mia Mia
1102,Greater Bendigo,3444,Redesdale
1103,Greater Bendigo,3453,Harcourt North
1104,Greater Bendigo,3453,Ravenswood
1105,Greater Bendigo,3515,Marong
1106,Greater Bendigo,3515,Shelbourne
1107,Greater Bendigo,3515,Wilsons Hill
1108,Greater Bendigo,3516,Leichardt
1109,Greater Bendigo,3523,Argyle
1110,Greater Bendigo,3523,Costerfield
1111,Greater Bendigo,3523,Derrinal
1112,Greater Bendigo,3523,Heathcote
1113,Greater Bendigo,3523,Knowsley
1114,Greater Bendigo,3523,Ladys Pass
1115,Greater Bendigo,3523,Lake Eppalock
1116,Greater Bendigo,3523,Mount Camel
1117,Greater Bendigo,3523,Redcastle
1118,Greater Bendigo,3550,Bendigo
1119,Greater Bendigo,3550,East Bendigo
1120,Greater Bendigo,3550,Flora Hill
1121,Greater Bendigo,3550,Ironbark
1122,Greater Bendigo,3550,Kennington
1123,Greater Bendigo,3550,Long Gully
1124,Greater Bendigo,3550,North Bendigo
1125,Greater Bendigo,3550,Quarry Hill
1126,Greater Bendigo,3550,Spring Gully
1127,Greater Bendigo,3550,Strathdale
1128,Greater Bendigo,3550,West Bendigo
1129,Greater Bendigo,3550,White Hills
1130,Greater Bendigo,3551,Ascot
1131,Greater Bendigo,3551,Axe Creek
1132,Greater Bendigo,3551,Axedale
1133,Greater Bendigo,3551,Bagshot
1134,Greater Bendigo,3551,Bagshot North
1135,Greater Bendigo,3551,Emu Creek
1136,Greater Bendigo,3551,Eppalock
1137,Greater Bendigo,3551,Epsom
1138,Greater Bendigo,3551,Huntly
1139,Greater Bendigo,3551,Huntly North
1140,Greater Bendigo,3551,Junortoun
1141,Greater Bendigo,3551,Kimbolton
1142,Greater Bendigo,3551,Lake Eppalock
1143,Greater Bendigo,3551,Lockwood
1144,Greater Bendigo,3551,Lockwood South
1145,Greater Bendigo,3551,Longlea
1146,Greater Bendigo,3551,Maiden Gully
1147,Greater Bendigo,3551,Mandurang
1148,Greater Bendigo,3551,Mandurang South
1149,Greater Bendigo,3551,Myrtle Creek
1150,Greater Bendigo,3551,Sedgwick
1151,Greater Bendigo,3551,Strathfieldsaye
1152,Greater Bendigo,3551,Toolleen
1153,Greater Bendigo,3551,Wellsford
1154,Greater Bendigo,3555,Big Hill
1155,Greater Bendigo,3555,Golden Gully
1156,Greater Bendigo,3555,Golden Square
1157,Greater Bendigo,3555,Kangaroo Flat
1158,Greater Bendigo,3556,California Gully
1159,Greater Bendigo,3556,Eaglehawk
1160,Greater Bendigo,3556,Eaglehawk North
1161,Greater Bendigo,3556,Jackass Flat
1162,Greater Bendigo,3556,Myers Flat
1163,Greater Bendigo,3556,Sailors Gully
1164,Greater Bendigo,3556,Sebastian
1165,Greater Bendigo,3556,Whipstick
1166,Greater Bendigo,3556,Woodvale
1167,Greater Bendigo,3557,Barnadown
1168,Greater Bendigo,3557,Fosterville
1169,Greater Bendigo,3557,Goornong
1170,Greater Bendigo,3558,Elmore
1171,Greater Bendigo,3558,Hunter
1172,Greater Bendigo,3559,Avonmore
1173,Greater Bendigo,3570,Drummartin
1174,Greater Bendigo,3570,Kamarooka
1175,Greater Bendigo,3570,Neilborough
1176,Greater Bendigo,3570,Raywood
1177,Greater Dandenong,3171,Springvale
1178,Greater Dandenong,3172,Springvale South
1179,Greater Dandenong,3173,Keysborough
1180,Greater Dandenong,3174,Noble Park
1181,Greater Dandenong,3174,Noble Park North
1182,Greater Dandenong,3175,Bangholme
1183,Greater Dandenong,3175,Dandenong
1184,Greater Dandenong,3175,Dandenong North
1185,Greater Dandenong,3175,Dandenong South
1186,Greater Dandenong,3975,Lyndhurst
1187,Greater Geelong,3211,Little River
1188,Greater Geelong,3212,Avalon
1189,Greater Geelong,3212,Lara
1190,Greater Geelong,3212,Point Wilson
1191,Greater Geelong,3213,Anakie
1192,Greater Geelong,3213,Batesford
1193,Greater Geelong,3213,Lovely Banks
1194,Greater Geelong,3213,Moorabool
1195,Greater Geelong,3214,Bell Park
1196,Greater Geelong,3214,Corio
1197,Greater Geelong,3214,Norlane
1198,Greater Geelong,3214,North Shore
1199,Greater Geelong,3215,Bell Park
1200,Greater Geelong,3215,Bell Post Hill
1201,Greater Geelong,3215,Drumcondra
1202,Greater Geelong,3215,Hamlyn Heights
1203,Greater Geelong,3215,North Geelong
1204,Greater Geelong,3215,Rippleside
1205,Greater Geelong,3216,Belmont
1206,Greater Geelong,3216,Grovedale
1207,Greater Geelong,3216,Highton
1208,Greater Geelong,3216,Marshall
1209,Greater Geelong,3216,Wandana Heights
1210,Greater Geelong,3216,Waurn Ponds
1211,Greater Geelong,3217,Armstrong Creek
1212,Greater Geelong,3217,Charlemont
1213,Greater Geelong,3217,Mount Duneed
1214,Greater Geelong,3218,Fyansford
1215,Greater Geelong,3218,Geelong West
1216,Greater Geelong,3218,Herne Hill
1217,Greater Geelong,3218,Manifold Heights
1218,Greater Geelong,3219,Breakwater
1219,Greater Geelong,3219,East Geelong
1220,Greater Geelong,3219,Newcomb
1221,Greater Geelong,3219,St Albans Park
1222,Greater Geelong,3219,Thomson
1223,Greater Geelong,3219,Whittington
1224,Greater Geelong,3220,Geelong
1225,Greater Geelong,3220,Newtown
1226,Greater Geelong,3220,South Geelong
1227,Greater Geelong,3221,Ceres
1228,Greater Geelong,3222,Clifton Springs
1229,Greater Geelong,3222,Curlewis
1230,Greater Geelong,3222,Drysdale
1231,Greater Geelong,3222,Mannerim
1232,Greater Geelong,3222,Marcus Hill
1233,Greater Geelong,3222,Wallington
1234,Greater Geelong,3223,Bellarine
1235,Greater Geelong,3223,Indented Head
1236,Greater Geelong,3223,Portarlington
1237,Greater Geelong,3223,St Leonards
1238,Greater Geelong,3224,Leopold
1239,Greater Geelong,3224,Moolap
1240,Greater Geelong,3225,Point Lonsdale
1241,Greater Geelong,3225,Swan Bay
1242,Greater Geelong,3226,Ocean Grove
1243,Greater Geelong,3227,Barwon Heads
1244,Greater Geelong,3227,Breamlea
1245,Greater Geelong,3227,Connewarre
1246,Greater Geelong,3340,Balliang
1247,Greater Geelong,3340,Staughton Vale
1248,Greater Shepparton,3610,Dhurringile
1249,Greater Shepparton,3610,Moorilim
1250,Greater Shepparton,3610,Murchison
1251,Greater Shepparton,3610,Murchison East
1252,Greater Shepparton,3610,Murchison North
1253,Greater Shepparton,3614,Toolamba
1254,Greater Shepparton,3614,Toolamba West
1255,Greater Shepparton,3616,Cooma
1256,Greater Shepparton,3616,Gillieston
1257,Greater Shepparton,3616,Girgarre East
1258,Greater Shepparton,3616,Harston
1259,Greater Shepparton,3616,Mooroopna North West
1260,Greater Shepparton,3616,Tatura
1261,Greater Shepparton,3616,Tatura East
1262,Greater Shepparton,3617,Byrneside
1263,Greater Shepparton,3618,Merrigum
1264,Greater Shepparton,3620,Kyabram
1265,Greater Shepparton,3620,Kyabram South
1266,Greater Shepparton,3620,Lancaster
1267,Greater Shepparton,3620,St Germains
1268,Greater Shepparton,3629,Ardmona
1269,Greater Shepparton,3629,Coomboona
1270,Greater Shepparton,3629,Mooroopna
1271,Greater Shepparton,3629,Mooroopna North
1272,Greater Shepparton,3629,Undera
1273,Greater Shepparton,3630,Caniambo
1274,Greater Shepparton,3630,Shepparton
1275,Greater Shepparton,3631,Arcadia
1276,Greater Shepparton,3631,Cosgrove
1277,Greater Shepparton,3631,Cosgrove South
1278,Greater Shepparton,3631,Grahamvale
1279,Greater Shepparton,3631,Karramomus
1280,Greater Shepparton,3631,Kialla
1281,Greater Shepparton,3631,Kialla East
1282,Greater Shepparton,3631,Kialla West
1283,Greater Shepparton,3631,Lemnos
1284,Greater Shepparton,3631,Orrvale
1285,Greater Shepparton,3631,Pine Lodge
1286,Greater Shepparton,3631,Shepparton East
1287,Greater Shepparton,3631,Shepparton North
1288,Greater Shepparton,3633,Congupna
1289,Greater Shepparton,3634,Bunbartha
1290,Greater Shepparton,3634,Katandra
1291,Greater Shepparton,3634,Katandra West
1292,Greater Shepparton,3634,Marionvale
1293,Greater Shepparton,3634,Marungi
1294,Greater Shepparton,3634,Tallygaroopna
1295,Greater Shepparton,3634,Zeerust
1296,Greater Shepparton,3646,Dookie
1297,Greater Shepparton,3646,Mount Major
1298,Greater Shepparton,3646,Nalinga
1299,Greater Shepparton,3647,Dookie College
1300,Greater Shepparton,3669,Gowangardie
1301,Greater Shepparton,3669,Tamleugh North
1302,Greater Shepparton,3725,Major Plains
1303,Greater Shepparton,3725,Stewarton
1304,Hepburn,3352,Mollongghip
1305,Hepburn,3352,Sulky
1306,Hepburn,3352,Wattle Flat
1307,Hepburn,3363,Creswick
1308,Hepburn,3363,Creswick North
1309,Hepburn,3363,Dean
1310,Hepburn,3363,Langdons Hill
1311,Hepburn,3363,Mount Beckworth
1312,Hepburn,3364,Allendale
1313,Hepburn,3364,Blampied
1314,Hepburn,3364,Broomfield
1315,Hepburn,3364,Cabbage Tree
1316,Hepburn,3364,Campbelltown
1317,Hepburn,3364,Kingston
1318,Hepburn,3364,Kooroocheang
1319,Hepburn,3364,Lawrence
1320,Hepburn,3364,Mount Prospect
1321,Hepburn,3364,Newlyn
1322,Hepburn,3364,Newlyn North
1323,Hepburn,3364,Rocklyn
1324,Hepburn,3364,Smeaton
1325,Hepburn,3364,Smokeytown
1326,Hepburn,3364,Springmount
1327,Hepburn,3364,Werona
1328,Hepburn,3370,Clunes
1329,Hepburn,3370,Glengower
1330,Hepburn,3370,Ullina
1331,Hepburn,3371,Dunach
1332,Hepburn,3371,Evansford
1333,Hepburn,3444,Spring Hill
1334,Hepburn,3444,Tylden
1335,Hepburn,3446,Drummond North
1336,Hepburn,3451,Guildford
1337,Hepburn,3451,Tarilta
1338,Hepburn,3458,Fern Hill
1339,Hepburn,3458,Little Hampton
1340,Hepburn,3458,Newbury
1341,Hepburn,3458,North Blackwood
1342,Hepburn,3458,Trentham
1343,Hepburn,3458,Trentham East
1344,Hepburn,3460,Basalt
1345,Hepburn,3460,Daylesford
1346,Hepburn,3461,Bullarto
1347,Hepburn,3461,Bullarto South
1348,Hepburn,3461,Clydesdale
1349,Hepburn,3461,Coomoora
1350,Hepburn,3461,Denver
1351,Hepburn,3461,Drummond
1352,Hepburn,3461,Dry Diggings
1353,Hepburn,3461,Eganstown
1354,Hepburn,3461,Elevated Plains
1355,Hepburn,3461,Franklinford
1356,Hepburn,3461,Glenlyon
1357,Hepburn,3461,Hepburn
1358,Hepburn,3461,Hepburn Springs
1359,Hepburn,3461,Leonards Hill
1360,Hepburn,3461,Lyonville
1361,Hepburn,3461,Mount Franklin
1362,Hepburn,3461,Musk
1363,Hepburn,3461,Musk Vale
1364,Hepburn,3461,Porcupine Ridge
1365,Hepburn,3461,Sailors Falls
1366,Hepburn,3461,Sailors Hill
1367,Hepburn,3461,Shepherds Flat
1368,Hepburn,3461,Strangways
1369,Hepburn,3461,Wheatsheaf
1370,Hepburn,3461,Yandoit
1371,Hindmarsh,3414,Antwerp
1372,Hindmarsh,3414,Dimboola
1373,Hindmarsh,3414,Tarranyurk
1374,Hindmarsh,3418,Broughton
1375,Hindmarsh,3418,Gerang Gerung
1376,Hindmarsh,3418,Glenlee
1377,Hindmarsh,3418,Kiata
1378,Hindmarsh,3418,Lorquon
1379,Hindmarsh,3418,Netherby
1380,Hindmarsh,3418,Nhill
1381,Hindmarsh,3418,Yanac
1382,Hindmarsh,3423,Jeparit
1383,Hindmarsh,3424,Rainbow
1384,Hobsons Bay,3012,Brooklyn
1385,Hobsons Bay,3015,Newport
1386,Hobsons Bay,3015,South Kingsville
1387,Hobsons Bay,3015,Spotswood
1388,Hobsons Bay,3016,Williamstown
1389,Hobsons Bay,3016,Williamstown North
1390,Hobsons Bay,3018,Altona
1391,Hobsons Bay,3018,Seaholme
1392,Hobsons Bay,3025,Altona North
1393,Hobsons Bay,3028,Altona Meadows
1394,Hobsons Bay,3028,Laverton
1395,Hobsons Bay,3028,Seabrook
1396,Horsham,3385,Dadswells Bridge
1397,Horsham,3400,Horsham
1398,Horsham,3401,Brimpaen
1399,Horsham,3401,Bungalally
1400,Horsham,3401,Dooen
1401,Horsham,3401,Drung
1402,Horsham,3401,Haven
1403,Horsham,3401,Kalkee
1404,Horsham,3401,Kanagulk
1405,Horsham,3401,Laharum
1406,Horsham,3401,Longerenong
1407,Horsham,3401,Lower Norton
1408,Horsham,3401,McKenzie Creek
1409,Horsham,3401,Mockinya
1410,Horsham,3401,Murra Warra
1411,Horsham,3401,Nurrabiel
1412,Horsham,3401,Pimpinio
1413,Horsham,3401,Quantong
1414,Horsham,3401,Riverside
1415,Horsham,3401,St Helens Plains
1416,Horsham,3401,Telangatuk East
1417,Horsham,3401,Toolondo
1418,Horsham,3401,Vectis
1419,Horsham,3401,Wail
1420,Horsham,3401,Wartook
1421,Horsham,3401,Wonwondah
1422,Horsham,3409,Clear Lake
1423,Horsham,3409,Duchembegarra
1424,Horsham,3409,Mitre
1425,Horsham,3409,Natimuk
1426,Horsham,3409,Noradjuha
1427,Horsham,3409,Tooan
1428,Hume,3036,Keilor
1429,Hume,3043,Gladstone Park
1430,Hume,3043,Tullamarine
1431,Hume,3045,Melbourne Airport
1432,Hume,3047,Broadmeadows
1433,Hume,3047,Dallas
1434,Hume,3047,Jacana
1435,Hume,3048,Coolaroo
1436,Hume,3048,Meadow Heights
1437,Hume,3049,Attwood
1438,Hume,3049,Broadmeadows
1439,Hume,3049,Westmeadows
1440,Hume,3059,Greenvale
1441,Hume,3060,Fawkner
1442,Hume,3061,Campbellfield
1443,Hume,3062,Somerton
1444,Hume,3063,Oaklands Junction
1445,Hume,3063,Yuroke
1446,Hume,3064,Craigieburn
1447,Hume,3064,Kalkallo
1448,Hume,3064,Mickleham
1449,Hume,3064,Roxburgh Park
1450,Hume,3427,Diggers Rest
1451,Hume,3428,Bulla
1452,Hume,3429,Sunbury
1453,Hume,3429,Wildwood
1454,Hume,3430,Clarkefield
1455,Indigo,3682,Lilliput
1456,Indigo,3682,Norong
1457,Indigo,3683,Chiltern
1458,Indigo,3683,Chiltern Valley
1459,Indigo,3683,Cornishtown
1460,Indigo,3685,Brimin
1461,Indigo,3685,Browns Plains
1462,Indigo,3685,Carlyle
1463,Indigo,3685,Gooramadda
1464,Indigo,3685,Rutherglen
1465,Indigo,3687,Wahgunyah
1466,Indigo,3688,Barnawartha
1467,Indigo,3688,Indigo Valley
1468,Indigo,3691,Allans Flat
1469,Indigo,3691,Gundowring
1470,Indigo,3691,Kergunyah
1471,Indigo,3691,Kiewa
1472,Indigo,3691,Osbornes Flat
1473,Indigo,3691,Staghorn Flat
1474,Indigo,3691,Tangambalanga
1475,Indigo,3695,Charleroi
1476,Indigo,3695,Huon
1477,Indigo,3695,Sandy Creek
1478,Indigo,3747,Beechworth
1479,Indigo,3747,Stanley
1480,Indigo,3747,Wooragee
1481,Indigo,3749,Bruarong
1482,Indigo,3749,Yackandandah
1483,Kingston,3167,Oakleigh South
1484,Kingston,3169,Clarinda
1485,Kingston,3169,Clayton South
1486,Kingston,3172,Dingley Village
1487,Kingston,3189,Moorabbin
1488,Kingston,3190,Highett
1489,Kingston,3192,Cheltenham
1490,Kingston,3194,Mentone
1491,Kingston,3194,Moorabbin Airport
1492,Kingston,3195,Aspendale
1493,Kingston,3195,Aspendale Gardens
1494,Kingston,3195,Braeside
1495,Kingston,3195,Mordialloc
1496,Kingston,3195,Parkdale
1497,Kingston,3195,Waterways
1498,Kingston,3196,Bonbeach
1499,Kingston,3196,Chelsea
1500,Kingston,3196,Chelsea Heights
1501,Kingston,3196,Edithvale
1502,Kingston,3197,Carrum
1503,Kingston,3197,Patterson Lakes
1504,Kingston,3202,Heatherton
1505,Knox,3152,Wantirna
1506,Knox,3152,Wantirna South
1507,Knox,3153,Bayswater
1508,Knox,3154,The Basin
1509,Knox,3155,Boronia
1510,Knox,3155,Wantirna South
1511,Knox,3156,Ferntree Gully
1512,Knox,3156,Lysterfield
1513,Knox,3156,Upper Ferntree Gully
1514,Knox,3178,Rowville
1515,Knox,3179,Scoresby
1516,Knox,3180,Knoxfield
1517,Latrobe,3824,Narracan
1518,Latrobe,3825,Hernes Oak
1519,Latrobe,3825,Moe
1520,Latrobe,3825,Moe South
1521,Latrobe,3825,Newborough
1522,Latrobe,3825,Tanjil South
1523,Latrobe,3825,Yallourn
1524,Latrobe,3825,Yallourn North
1525,Latrobe,3840,Driffield
1526,Latrobe,3840,Hazelwood
